Id,Sección,Tipo,Organismo
18.2.137,18,2,UNIVERSIDAD INTERNACIONAL MENÉNDEZ PELAYO
18.2.201,18,2,INSTITUTO DE ASTROFÍSICA DE CANARIAS
18.2.202,18,2,CONSEJO SUPERIOR DE INVESTIGACIONES CIENTÍFICAS
18.2.203,18,2,CENTRO DE INVESTIG.ENERGÉTICAS, MEDIOAMBIENTALES Y TECNOLÓG.
18.2.204,18,2,INST. NAC. DE INVESTIGACIÓN Y TECNOLOG.AGRARIA Y ALIMENTARIA
18.2.205,18,2,INSTITUTO ESPAÑOL DE OCEANOGRAFÍA
18.2.206,18,2,INSTITUTO GEOLÓGICO Y MINERO DE ESPAÑA
19.2.101,19,2,SERVICIO PÚBLICO DE EMPLEO ESTATAL
19.2.102,19,2,FONDO DE GARANTÍA SALARIAL
19.2.104,19,2,INSTITUTO NACIONAL DE SEGURIDAD E HIGIENE EN EL TRABAJO
19.2.105,19,2,INSTITUTO DE LA MUJER
19.2.106,19,2,CONSEJO DE LA JUVENTUD DE ESPAÑA
19.2.107,19,2,REAL PATRONATO SOBRE DISCAPACIDAD
19.2.201,19,2,INSTITUTO DE LA JUVENTUD
20.2.101,20,2,INST. PARA LA REESTRUCT. DE LA MINERÍA DEL CARBÓN Y D.A.C.M.
20.2.102,20,2,OFICINA ESPAÑOLA DE PATENTES Y MARCAS
20.2.207,20,2,CENTRO ESPAÑOL DE METROLOGÍA
20.2.208,20,2,INSTITUTO DE TURISMO DE ESPAÑA
21.2.112,21,2,AGENCIA PARA EL ACEITE DE OLIVA
21.2.207,21,2,ENTIDAD ESTATAL DE SEGUROS AGRARIOS
21.2.208,21,2,FONDO REG. Y ORG. DEL MERCADO DE PROD. DE PESCA Y CULT. MAR.
21.2.211,21,2,FONDO ESPAÑOL DE GARANTÍA AGRARIA
22.2.101,22,2,INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA
22.2.102,22,2,MUTUALIDAD GENERAL DE FUNCIONARIOS CIVILES DEL ESTADO
23.2.101,23,2,PARQUES NACIONALES
23.2.225,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL DUERO
23.2.226,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL EBRO
23.2.228,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL GUADALQUIVIR
23.2.229,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL GUADIANA
23.2.230,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL JÚCAR
23.2.232,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL SEGURA
23.2.233,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL NORTE
23.2.234,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL TAJO
23.2.236,23,2,MANCOMUNIDAD DE LOS CANALES DEL TAIBILLA
23.2.237,23,2,PARQUE DE MAQUINARIA
24.2.101,24,2,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES
24.2.102,24,2,BIBLIOTECA NACIONAL
24.2.103,24,2,GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA
24.2.104,24,2,MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA
24.2.201,24,2,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA
25.2.101,25,2,CENTRO DE ESTUDIOS POLÍTICOS Y CONSTITUCIONALES
25.2.102,25,2,CENTRO DE INVESTIGACIONES SOCIOLÓGICAS
25.2.103,25,2,CONSEJO DE ADMINISTRACIÓN DEL PATRIMONIO NACIONAL
25.2.201,25,2,BOLETÍN OFICIAL DEL ESTADO
26.2.102,26,2,INSTITUTO NACIONAL DEL CONSUMO
26.2.103,26,2,AGENCIA ESPAÑOLA DE MEDICAMENTOS Y PRODUCTOS SANITARIOS
26.2.104,26,2,AGENCIA ESPAÑOLA DE SEGURIDAD ALIMENTARIA Y NUTRICIÓN
26.2.105,26,2,ORGANIZACIÓN NACIONAL DE TRASPLANTES
26.2.203,26,2,INSTITUTO DE SALUD CARLOS III
22.3.401,22,3,AGENCIA ESTATAL DE EVALUACIÓN DE LAS POLÍTICAS PÚBLICAS Y LA CALIDAD DE LOS SERVICIOS
12.4.301,12,4,INSTITUTO CERVANTES
13.4.301,13,4,AGENCIA ESPAÑOLA DE PROTECCIÓN DE DATOS
14.4.301,14,4,CENTRO NACIONAL DE INTELIGENCIA
15.4.302,15,4,AGENCIA ESTATAL DE ADMINISTRACIÓN TRIBUTARIA
15.4.303,15,4,COMISIÓN NACIONAL DE LA COMPETENCIA
19.4.301,19,4,CONSEJO ECONÓMICO Y SOCIAL
20.4.301,20,4,INSTITUTO ESPAÑOL DE COMERCIO EXTERIOR
20.4.302,20,4,CONSEJO DE SEGURIDAD NUCLEAR
24.4.301,24,4,MUSEO DEL PRADO
