Id,Sección,Tipo,Organismo
18.2.101,18,2,UNIVERSIDAD INTERNACIONAL MENÉNDEZ PELAYO
18.2.102,18,2,PROGRAMAS EDUCATIVOS EUROPEOS
18.2.103,18,2,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES
18.2.104,18,2,BIBLIOTECA NACIONAL
18.2.105,18,2,GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS
18.2.106,18,2,CONSEJO SUPERIOR DE DEPORTES
18.2.201,18,2,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA
19.2.101,19,2,SERVICIO PÚBLICO DE EMPLEO ESTATAL
19.2.102,19,2,FONDO DE GARANTÍA SALARIAL
19.2.104,19,2,INSTITUTO NACIONAL DE SEGURIDAD E HIGIENE EN EL TRABAJO
20.2.101,20,2,INST. PARA LA REESTRUCT. DE LA MINERÍA DEL CARBÓN Y D.A.C.M.
20.2.102,20,2,OFICINA ESPAÑOLA DE PATENTES Y MARCAS
20.2.207,20,2,CENTRO ESPAÑOL DE METROLOGÍA
20.2.208,20,2,INSTITUTO DE TURISMO DE ESPAÑA
23.2.101,23,2,PARQUES NACIONALES
23.2.112,23,2,AGENCIA PARA EL ACEITE DE OLIVA
23.2.207,23,2,ENTIDAD ESTATAL DE SEGUROS AGRARIOS
23.2.211,23,2,FONDO ESPAÑOL DE GARANTÍA AGRARIA
23.2.225,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL DUERO
23.2.226,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL EBRO
23.2.228,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL GUADALQUIVIR
23.2.229,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL GUADIANA
23.2.230,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL JÚCAR
23.2.231,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL MIÑO-SIL
23.2.232,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL SEGURA
23.2.233,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL CANTÁBRICO
23.2.234,23,2,CONFEDERACIÓN HIDROGRÁFICA DEL TAJO
23.2.236,23,2,MANCOMUNIDAD DE LOS CANALES DEL TAIBILLA
25.2.101,25,2,CENTRO DE ESTUDIOS POLÍTICOS Y CONSTITUCIONALES
25.2.102,25,2,CENTRO DE INVESTIGACIONES SOCIOLÓGICAS
25.2.103,25,2,CONSEJO DE ADMINISTRACIÓN DEL PATRIMONIO NACIONAL
26.2.102,26,2,INSTITUTO NACIONAL DEL CONSUMO
26.2.104,26,2,AGENCIA ESPAÑOLA DE SEGURIDAD ALIMENTARIA Y NUTRICIÓN
26.2.105,26,2,ORGANIZACIÓN NACIONAL DE TRASPLANTES
26.2.106,26,2,REAL PATRONATO SOBRE DISCAPACIDAD
26.2.107,26,2,INSTITUTO DE LA MUJER
26.2.108,26,2,CONSEJO DE LA JUVENTUD DE ESPAÑA
26.2.201,26,2,INSTITUTO DE LA JUVENTUD
27.2.101,27,2,INSTITUTO NACIONAL DE ESTADÍSTICA
27.2.102,27,2,INSTITUTO DE CONTABILIDAD Y AUDITORÍA DE CUENTAS
27.2.201,27,2,CENTRO DE INVESTIGACIONES ENERGÉTICAS, MEDIOAMBIENTALES Y TECNOLÓGICAS
27.2.202,27,2,INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA Y ALIMENTARIA
27.2.203,27,2,INSTITUTO ESPAÑOL DE OCEANOGRAFÍA
27.2.204,27,2,INSTITUTO GEOLÓGICO Y MINERO DE ESPAÑA
27.2.205,27,2,INSTITUTO DE SALUD CARLOS III
27.2.206,27,2,INSTITUTO DE ASTROFÍSICA DE CANARIAS
12.3.401,12,3,AG. ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO
15.3.401,15,3,AG. EST. DE EVALUACIÓN DE POLÍTICAS PÚBLICAS Y CALIDAD DE LOS SERVICIOS
17.3.401,17,3,AGENCIA ESTATAL DE SEGURIDAD AÉREA
18.3.401,18,3,AGENCIA ESTATAL ANTIDOPAJE
23.3.401,23,3,AGENCIA ESTATAL DE METEOROLOGÍA
25.3.401,25,3,AGENCIA ESTATAL BOLETÍN OFICIAL DEL ESTADO
26.3.401,26,3,AGENCIA ESPAÑOLA DE MEDICAMENTOS Y PRODUCTOS SANITARIOS
27.3.401,27,3,CONSEJO SUPERIOR DE INVESTIGACIONES CIENTÍFICAS
12.4.301,12,4,INSTITUTO CERVANTES
13.4.301,13,4,AGENCIA ESPAÑOLA DE PROTECCIÓN DE DATOS
15.4.302,15,4,AGENCIA ESTATAL DE ADMINISTRACIÓN TRIBUTARIA
18.4.301,18,4,MUSEO NACIONAL DEL PRADO
18.4.302,18,4,MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA
19.4.301,19,4,CONSEJO ECONÓMICO Y SOCIAL
20.4.302,20,4,CONSEJO DE SEGURIDAD NUCLEAR
25.4.301,25,4,CENTRO NACIONAL DE INTELIGENCIA
27.4.301,27,4,COMISIÓN NACIONAL DE LA COMPETENCIA
